1,1,08:33,16:56
1,2,08:33,16:57
1,3,08:32,16:58
1,4,08:32,16:59
1,5,08:32,17:00
1,6,08:32,17:01
1,7,08:32,17:02
1,8,08:31,17:04
1,9,08:31,17:05
1,10,08:30,17:06
1,11,08:30,17:07
1,12,08:29,17:09
1,13,08:29,17:10
1,14,08:28,17:11
1,15,08:27,17:13
1,16,08:27,17:14
1,17,08:26,17:16
1,18,08:25,17:17
1,19,08:24,17:18
1,20,08:23,17:20
1,21,08:23,17:21
1,22,08:22,17:23
1,23,08:21,17:25
1,24,08:20,17:26
1,25,08:19,17:28
1,26,08:17,17:29
1,27,08:16,17:31
1,28,08:15,17:32
1,29,08:14,17:34
1,30,08:13,17:36
1,31,08:11,17:37
2,1,08:10,17:39
2,2,08:09,17:40
2,3,08:07,17:42
2,4,08:06,17:44
2,5,08:04,17:45
2,6,08:03,17:47
2,7,08:01,17:49
2,8,08:00,17:50
2,9,07:58,17:52
2,10,07:57,17:54
2,11,07:55,17:55
2,12,07:54,17:57
2,13,07:52,17:58
2,14,07:50,18:00
2,15,07:49,18:02
2,16,07:47,18:03
2,17,07:45,18:05
2,18,07:43,18:07
2,19,07:42,18:08
2,20,07:40,18:10
2,21,07:38,18:11
2,22,07:36,18:13
2,23,07:34,18:15
2,24,07:32,18:16
2,25,07:30,18:18
2,26,07:29,18:19
2,27,07:27,18:21
2,28,07:25,18:23
2,29,07:24,18:24
3,1,07:23,18:25
3,2,07:21,18:26
3,3,07:19,18:27
3,4,07:17,18:29
3,5,07:15,18:30
3,6,07:13,18:32
3,7,07:11,18:33
3,8,07:09,18:35
3,9,07:07,18:36
3,10,07:05,18:38
3,11,07:03,18:39
3,12,07:01,18:41
3,13,06:59,18:42
3,14,06:56,18:44
3,15,06:54,18:45
3,16,06:52,18:47
3,17,06:50,18:48
3,18,06:48,18:50
3,19,06:46,18:51
3,20,06:44,18:53
3,21,06:42,18:54
3,22,06:40,18:56
3,23,06:38,18:57
3,24,06:36,18:59
3,25,06:33,19:00
3,26,07:31,19:02
3,27,06:29,19:03
3,28,06:27,19:05
3,29,06:25,19:06
3,30,06:23,19:07
3,31,06:21,19:09
4,1,06:19,19:10
4,2,06:17,19:12
4,3,06:15,19:13
4,4,06:13,19:15
4,5,06:11,19:16
4,6,06:09,19:18
4,7,06:06,19:19
4,8,06:04,19:21
4,9,06:02,19:22
4,10,06:00,19:24
4,11,05:58,19:25
4,12,05:56,19:26
4,13,05:54,19:28
4,14,05:52,19:29
4,15,05:51,19:31
4,16,05:49,19:32
4,17,05:47,19:34
4,18,05:45,19:35
4,19,05:43,19:37
4,20,05:41,19:38
4,21,05:39,19:40
4,22,05:37,19:41
4,23,05:35,19:43
4,24,05:34,19:44
4,25,05:32,19:46
4,26,05:30,19:47
4,27,05:28,19:48
4,28,05:27,19:50
4,29,05:25,19:51
4,30,05:23,19:53
5,1,05:21,19:54
5,2,05:20,19:56
5,3,05:18,19:57
5,4,05:17,19:59
5,5,05:15,20:00
5,6,05:13,20:01
5,7,05:12,20:03
5,8,05:10,20:04
5,9,05:09,20:06
5,10,05:07,20:07
5,11,05:06,20:09
5,12,05:05,20:10
5,13,05:03,20:11
5,14,05:02,20:13
5,15,05:01,20:14
5,16,04:59,20:15
5,17,04:58,20:17
5,18,04:57,20:18
5,19,04:56,20:19
5,20,04:55,20:20
5,21,04:54,20:22
5,22,04:52,20:23
5,23,04:51,20:24
5,24,04:50,20:25
5,25,04:49,20:26
5,26,04:49,20:28
5,27,04:48,20:29
5,28,04:47,20:30
5,29,04:46,20:31
5,30,04:45,20:32
5,31,04:45,20:33
6,1,04:44,20:34
6,2,04:43,20:35
6,3,04:43,20:36
6,4,04:42,20:37
6,5,04:42,20:38
6,6,04:41,20:38
6,7,04:41,20:39
6,8,04:40,20:40
6,9,04:40,20:41
6,10,04:40,20:41
6,11,04:39,20:42
6,12,04:39,20:43
6,13,04:39,20:43
6,14,04:39,20:44
6,15,04:39,20:44
6,16,04:39,20:45
6,17,04:39,20:45
6,18,04:39,20:45
6,19,04:39,20:46
6,20,04:39,20:46
6,21,04:39,20:46
6,22,04:39,20:46
6,23,04:40,20:46
6,24,04:40,20:47
6,25,04:40,20:47
6,26,04:41,20:47
6,27,04:41,20:47
6,28,04:42,20:47
6,29,04:42,20:46
6,30,04:43,20:46
7,1,04:43,20:46
7,2,04:44,20:46
7,3,04:44,20:45
7,4,04:45,20:45
7,5,04:46,20:45
7,6,04:47,20:44
7,7,04:47,20:44
7,8,04:48,20:43
7,9,04:49,20:43
7,10,04:50,20:42
7,11,04:51,20:41
7,12,04:52,20:41
7,13,04:53,20:40
7,14,04:54,20:39
7,15,04:55,20:38
7,16,04:56,20:37
7,17,04:57,20:37
7,18,04:58,20:36
7,19,04:59,20:35
7,20,05:00,20:34
7,21,05:02,20:33
7,22,05:03,20:32
7,23,05:04,20:30
7,24,05:05,20:29
7,25,05:06,20:28
7,26,05:08,20:27
7,27,05:09,20:26
7,28,05:10,20:24
7,29,05:11,20:23
7,30,05:13,20:22
7,31,05:14,20:20
8,1,05:15,20:19
8,2,05:17,20:17
8,3,05:18,20:16
8,4,05:19,20:14
8,5,05:21,20:13
8,6,05:22,20:11
8,7,05:24,20:10
8,8,05:25,20:08
8,9,05:26,20:07
8,10,05:28,20:05
8,11,05:29,20:03
8,12,05:30,20:02
8,13,05:32,20:00
8,14,05:33,19:58
8,15,05:35,19:56
8,16,05:36,19:55
8,17,05:37,19:53
8,18,05:39,19:51
8,19,05:40,19:49
8,20,05:42,19:47
8,21,05:43,19:45
8,22,05:44,19:44
8,23,05:46,19:42
8,24,05:47,19:40
8,25,05:49,19:38
8,26,05:50,19:36
8,27,05:51,19:34
8,28,05:53,19:32
8,29,05:54,19:30
8,30,05:56,19:28
8,31,05:57,19:26
9,1,05:58,19:24
9,2,06:00,19:22
9,3,06:01,19:20
9,4,06:02,19:18
9,5,06:04,19:16
9,6,06:05,19:14
9,7,06:07,19:12
9,8,06:08,19:10
9,9,06:09,19:07
9,10,06:11,19:05
9,11,06:12,19:03
9,12,06:14,19:01
9,13,06:15,18:59
9,14,06:16,18:57
9,15,06:18,18:55
9,16,06:19,18:53
9,17,06:20,18:51
9,18,06:22,18:48
9,19,06:23,18:46
9,20,06:25,18:44
9,21,06:26,18:42
9,22,06:27,18:40
9,23,06:29,18:38
9,24,06:30,18:36
9,25,06:32,18:34
9,26,06:33,18:31
9,27,06:34,18:29
9,28,06:36,18:27
9,29,06:37,18:25
9,30,06:39,18:23
10,1,06:40,18:21
10,2,06:41,18:19
10,3,06:43,18:17
10,4,06:44,18:15
10,5,06:46,18:13
10,6,06:47,18:11
10,7,06:49,18:09
10,8,06:50,18:07
10,9,06:52,18:04
10,10,06:53,18:02
10,11,06:54,18:00
10,12,06:56,17:58
10,13,06:57,17:56
10,14,06:59,17:55
10,15,07:00,17:53
10,16,07:02,17:51
10,17,07:03,17:49
10,18,07:05,17:47
10,19,07:06,17:45
10,20,07:08,17:43
10,21,07:10,17:41
10,22,07:11,17:39
10,23,07:13,17:38
10,24,07:14,17:36
10,25,07:16,17:34
10,26,07:17,17:32
10,27,07:19,17:30
10,28,07:20,17:29
10,29,07:22,17:27
10,30,07:24,17:25
10,31,07:25,17:24
11,1,07:27,17:22
11,2,07:28,17:21
11,3,07:30,17:19
11,4,07:31,17:17
11,5,07:33,17:16
11,6,07:35,17:14
11,7,07:36,17:13
11,8,07:38,17:12
11,9,07:39,17:10
11,10,07:41,17:09
11,11,07:42,17:07
11,12,07:44,17:06
11,13,07:46,17:05
11,14,07:47,17:04
11,15,07:49,17:02
11,16,07:50,17:01
11,17,07:52,17:00
11,18,07:53,16:59
11,19,07:55,16:58
11,20,07:56,16:57
11,21,07:58,16:56
11,22,07:59,16:55
11,23,08:01,16:54
11,24,08:02,16:53
11,25,08:04,16:53
11,26,08:05,16:52
11,27,08:06,16:51
11,28,08:08,16:50
11,29,08:09,16:50
11,30,08:10,16:49
12,1,08:12,16:49
12,2,08:13,16:48
12,3,08:14,16:48
12,4,08:15,16:47
12,5,08:16,16:47
12,6,08:18,16:47
12,7,08:19,16:46
12,8,08:20,16:46
12,9,08:21,16:46
12,10,08:22,16:46
12,11,08:23,16:46
12,12,08:24,16:46
12,13,08:24,16:46
12,14,08:25,16:46
12,15,08:26,16:46
12,16,08:27,16:46
12,17,08:28,16:47
12,18,08:28,16:47
12,19,08:29,16:47
12,20,08:29,16:48
12,21,08:30,16:48
12,22,08:30,16:48
12,23,08:31,16:49
12,24,08:31,16:50
12,25,08:32,16:50
12,26,08:32,16:51
12,27,08:32,16:52
12,28,08:32,16:52
12,29,08:32,16:53
12,30,08:33,16:54
12,31,08:33,16:55
